,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42661,48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes
1626,34,services,married,secondary,no,627,yes,no,unknown,9,may,117,9,-1,0,unknown,no
40488,32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,297,1,-1,0,unknown,yes
97,60,retired,married,tertiary,no,81,yes,no,unknown,5,may,101,1,-1,0,unknown,no
42408,72,retired,married,unknown,no,1940,no,no,telephone,4,dec,705,2,-1,0,unknown,yes
41000,28,technician,single,secondary,no,113,no,no,cellular,13,aug,204,3,105,1,failure,yes
11252,33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,2,-1,0,unknown,yes
8082,32,technician,married,secondary,no,696,yes,no,unknown,2,jun,815,1,-1,0,unknown,yes
3649,41,management,single,tertiary,no,480,yes,no,unknown,15,may,178,2,-1,0,unknown,no
39939,49,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure,yes
42265,63,management,married,tertiary,no,5112,no,no,telephone,13,nov,2184,2,95,3,failure,yes
603,56,blue-collar,married,primary,no,5,yes,yes,unknown,6,may,407,2,-1,0,unknown,no
3755,43,admin.,single,secondary,no,6,no,no,unknown,16,may,244,1,-1,0,unknown,no
3745,34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,may,261,1,-1,0,unknown,no
1838,51,blue-collar,married,secondary,no,22,yes,yes,unknown,9,may,178,1,-1,0,unknown,no
1939,31,management,single,tertiary,no,12,yes,no,unknown,9,may,330,4,-1,0,unknown,no
33943,29,student,single,secondary,no,314,no,no,cellular,30,apr,465,1,-1,0,unknown,yes
1125,56,services,married,primary,no,219,yes,no,unknown,7,may,130,4,-1,0,unknown,no
39826,27,management,single,tertiary,no,1840,no,no,cellular,1,jun,220,1,28,8,other,yes
92,60,admin.,married,secondary,no,290,yes,no,unknown,5,may,583,1,-1,0,unknown,no
20271,53,management,married,tertiary,no,0,no,no,cellular,11,aug,608,2,-1,0,unknown,yes
39520,29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,-1,0,unknown,yes
9205,35,self-employed,married,secondary,no,188,yes,yes,unknown,5,jun,1865,2,-1,0,unknown,yes
43313,29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes
28904,26,services,single,secondary,no,110,no,no,cellular,30,jan,1136,2,-1,0,unknown,yes
3366,35,entrepreneur,single,tertiary,no,-68,yes,yes,unknown,15,may,203,4,-1,0,unknown,no
5030,33,technician,single,secondary,no,239,yes,no,unknown,21,may,127,1,-1,0,unknown,no
33805,58,blue-collar,married,secondary,no,3027,yes,no,cellular,24,apr,160,1,-1,0,unknown,yes
2828,40,unemployed,married,secondary,no,3382,yes,no,unknown,14,may,125,1,-1,0,unknown,no
43702,28,technician,single,secondary,no,2335,no,no,cellular,13,may,624,1,-1,0,unknown,yes
5331,32,technician,single,tertiary,no,390,yes,no,unknown,23,may,85,1,-1,0,unknown,no
2313,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown,no
3504,48,technician,married,secondary,no,0,yes,yes,unknown,15,may,964,2,-1,0,unknown,no
3593,53,admin.,married,secondary,no,1739,yes,no,unknown,15,may,103,3,-1,0,unknown,no
2970,40,entrepreneur,married,secondary,no,1416,yes,no,unknown,14,may,210,2,-1,0,unknown,no
2204,40,management,single,unknown,no,838,yes,no,unknown,12,may,619,3,-1,0,unknown,no
45177,36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,nov,482,1,374,1,success,yes
851,29,technician,single,tertiary,no,3,yes,no,unknown,7,may,359,1,-1,0,unknown,no
40679,65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,256,1,-1,0,unknown,yes
4144,53,blue-collar,married,primary,no,10,yes,no,unknown,19,may,73,1,-1,0,unknown,no
31914,29,admin.,married,tertiary,no,332,no,no,cellular,9,apr,179,1,-1,0,unknown,yes
3443,58,technician,married,unknown,no,49,yes,no,unknown,15,may,75,2,-1,0,unknown,no
601,37,blue-collar,married,secondary,no,395,yes,no,unknown,6,may,219,2,-1,0,unknown,no
42947,35,management,married,tertiary,no,62,no,no,cellular,8,feb,469,2,185,2,failure,yes
3193,46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes
5020,31,services,single,secondary,no,481,yes,no,unknown,21,may,114,2,-1,0,unknown,no
1068,59,blue-collar,married,primary,no,10,yes,no,unknown,7,may,133,3,-1,0,unknown,no
2471,59,retired,married,secondary,no,2376,no,no,unknown,13,may,766,1,-1,0,unknown,no
903,47,admin.,married,primary,no,192,yes,no,unknown,7,may,47,1,-1,0,unknown,no
692,37,technician,married,secondary,no,710,yes,no,unknown,6,may,378,3,-1,0,unknown,no
43030,29,management,single,tertiary,no,1026,no,no,cellular,12,feb,138,2,92,2,success,yes
41365,25,technician,single,tertiary,no,1231,no,no,cellular,31,aug,271,2,-1,0,unknown,yes
2615,48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,108,2,-1,0,unknown,no
517,44,blue-collar,married,primary,no,148,yes,no,unknown,6,may,211,1,-1,0,unknown,no
3099,43,blue-collar,married,secondary,no,15740,yes,no,unknown,14,may,252,2,-1,0,unknown,no
10147,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,yes
21884,42,technician,divorced,secondary,no,19,no,no,cellular,20,aug,875,4,-1,0,unknown,yes
41228,50,technician,married,secondary,no,3370,no,no,cellular,21,aug,531,2,80,2,success,yes
43970,59,management,married,tertiary,no,5397,no,no,cellular,23,jun,671,3,-1,0,unknown,yes
43674,34,technician,married,secondary,no,133,no,no,cellular,12,may,171,2,181,3,success,yes
20,28,blue-collar,married,secondary,no,723,yes,yes,unknown,5,may,262,1,-1,0,unknown,no
2886,54,blue-collar,married,secondary,no,1765,yes,no,unknown,14,may,188,1,-1,0,unknown,no
44437,38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
9104,43,blue-collar,single,secondary,no,318,yes,no,unknown,5,jun,736,2,-1,0,unknown,yes
571,56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,427,1,-1,0,unknown,no
3344,41,blue-collar,married,primary,no,849,yes,no,unknown,15,may,72,1,-1,0,unknown,no
42784,64,management,married,tertiary,no,3951,no,no,cellular,28,jan,134,1,91,1,success,yes
40699,72,retired,married,tertiary,no,2,no,no,cellular,7,aug,147,2,-1,0,unknown,yes
2662,52,blue-collar,married,secondary,no,161,yes,no,unknown,13,may,274,2,-1,0,unknown,no
9087,46,admin.,single,secondary,no,849,yes,no,unknown,5,jun,508,2,-1,0,unknown,yes
41100,56,management,married,unknown,no,4623,no,no,cellular,17,aug,348,1,-1,0,unknown,yes
24,40,retired,married,primary,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no
3280,57,retired,married,primary,no,3123,yes,no,unknown,15,may,178,1,-1,0,unknown,no
40546,28,management,single,tertiary,no,3796,no,no,cellular,8,jul,315,2,-1,0,unknown,yes
38889,29,blue-collar,married,secondary,no,104,yes,no,cellular,18,may,903,4,-1,0,unknown,yes
365,46,technician,married,tertiary,no,841,yes,no,unknown,6,may,158,1,-1,0,unknown,no
38170,30,services,single,secondary,no,140,yes,no,cellular,15,may,760,1,-1,0,unknown,yes
41131,55,management,married,tertiary,no,12972,no,no,telephone,18,aug,205,1,-1,0,unknown,yes
1950,50,blue-collar,married,primary,no,89,yes,no,unknown,9,may,210,3,-1,0,unknown,no
42950,52,management,married,tertiary,no,3634,no,no,cellular,8,feb,341,8,-1,0,unknown,yes
3094,50,unemployed,married,secondary,no,-13,yes,no,unknown,14,may,554,1,-1,0,unknown,no
194,34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,-1,0,unknown,no
31924,30,management,single,tertiary,no,2544,no,no,cellular,9,apr,152,2,-1,0,unknown,yes
43059,52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes
42993,31,management,single,tertiary,no,533,no,no,cellular,11,feb,144,1,91,9,success,yes
43221,26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success,yes
927,55,blue-collar,married,secondary,no,1268,yes,no,unknown,7,may,223,2,-1,0,unknown,no
1896,57,self-employed,married,tertiary,yes,-3313,yes,yes,unknown,9,may,153,1,-1,0,unknown,no
1818,26,blue-collar,single,primary,no,102,yes,no,unknown,9,may,89,1,-1,0,unknown,no
1284,31,technician,single,tertiary,no,1798,yes,no,unknown,8,may,393,1,-1,0,unknown,no
3608,36,technician,married,secondary,no,146,yes,yes,unknown,15,may,284,2,-1,0,unknown,no
673,29,blue-collar,married,secondary,no,43,yes,no,unknown,6,may,268,2,-1,0,unknown,no
3064,29,admin.,married,secondary,no,387,yes,yes,unknown,14,may,49,1,-1,0,unknown,no
182,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0,unknown,no
42395,29,technician,single,secondary,no,1165,no,no,cellular,3,dec,244,2,184,1,success,yes
910,51,blue-collar,married,unknown,no,37,yes,no,unknown,7,may,256,6,-1,0,unknown,no
39697,54,retired,divorced,tertiary,no,3076,no,no,cellular,27,may,367,2,-1,0,unknown,yes
36834,37,admin.,single,primary,no,912,yes,no,cellular,12,may,637,3,328,22,other,yes
3171,41,management,married,tertiary,no,1132,no,no,unknown,15,may,95,4,-1,0,unknown,no
31497,34,admin.,married,secondary,no,1474,no,no,cellular,2,apr,739,2,-1,0,unknown,yes
15510,28,blue-collar,married,secondary,no,173,no,no,cellular,18,jul,588,7,-1,0,unknown,yes
19112,49,technician,single,secondary,no,1377,no,no,cellular,5,aug,935,1,-1,0,unknown,yes
31368,59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,1,-1,0,unknown,yes
41655,35,management,married,tertiary,no,611,no,no,cellular,1,oct,305,2,121,1,success,yes
43988,49,management,married,tertiary,no,1167,yes,yes,cellular,25,jun,213,6,150,8,failure,yes
27101,34,blue-collar,married,primary,no,3527,yes,no,cellular,21,nov,1022,1,-1,0,unknown,yes
40298,26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes
4897,30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,yes
31208,55,technician,married,secondary,no,0,yes,yes,cellular,2,mar,116,1,-1,0,unknown,yes
592,41,admin.,divorced,primary,no,4070,yes,no,unknown,6,may,140,2,-1,0,unknown,no
33884,36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,1,86,1,success,yes
360,48,management,married,tertiary,no,263,yes,no,unknown,5,may,350,2,-1,0,unknown,no
31790,60,admin.,divorced,secondary,no,12039,no,no,telephone,8,apr,236,1,-1,0,unknown,yes
29809,30,admin.,single,tertiary,no,305,no,no,cellular,4,feb,227,2,-1,0,unknown,yes
3850,40,blue-collar,married,secondary,no,2073,yes,no,unknown,16,may,166,2,-1,0,unknown,no
41437,31,technician,single,tertiary,no,882,no,no,cellular,4,sep,293,1,93,1,success,yes
43705,68,retired,married,secondary,no,1146,no,no,cellular,13,may,356,1,71,5,success,yes
107,34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,1,-1,0,unknown,no
1379,60,retired,married,primary,no,414,no,no,unknown,8,may,395,1,-1,0,unknown,no
40035,25,management,single,tertiary,no,362,no,no,cellular,3,jun,617,2,-1,0,unknown,yes
19212,45,admin.,married,secondary,no,925,no,no,cellular,6,aug,406,2,-1,0,unknown,yes
32046,36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,-1,0,unknown,yes
2144,31,technician,married,secondary,no,6890,yes,no,unknown,12,may,34,1,-1,0,unknown,no
4424,40,technician,married,secondary,no,1259,no,no,unknown,20,may,234,5,-1,0,unknown,no
2371,37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,no
2853,40,blue-collar,married,primary,no,7831,yes,no,unknown,14,may,78,1,-1,0,unknown,no
4331,46,technician,divorced,unknown,no,103,no,no,unknown,19,may,158,5,-1,0,unknown,no
909,43,self-employed,married,primary,no,66,yes,no,unknown,7,may,175,5,-1,0,unknown,no
5166,31,blue-collar,married,secondary,no,1138,yes,yes,unknown,21,may,254,3,-1,0,unknown,no
44196,29,student,single,secondary,no,658,no,no,cellular,15,jul,198,2,244,4,other,yes
1692,27,services,single,secondary,no,777,yes,no,unknown,9,may,131,3,-1,0,unknown,no
1633,47,services,married,secondary,no,1306,yes,no,unknown,9,may,252,4,-1,0,unknown,no
22742,59,blue-collar,married,primary,no,-546,no,no,cellular,25,aug,1152,6,-1,0,unknown,yes
5227,33,blue-collar,single,secondary,no,372,yes,no,unknown,23,may,92,1,-1,0,unknown,no
1582,41,blue-collar,single,secondary,no,1080,yes,yes,unknown,8,may,192,4,-1,0,unknown,no
32179,38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure,yes
33704,35,management,single,tertiary,no,704,no,no,cellular,21,apr,164,1,-1,0,unknown,yes
1690,32,blue-collar,divorced,secondary,no,739,yes,no,unknown,9,may,171,1,-1,0,unknown,no
31472,38,blue-collar,single,tertiary,no,172,yes,no,cellular,1,apr,1176,1,-1,0,unknown,yes
2146,28,technician,single,tertiary,no,-214,yes,no,unknown,12,may,140,3,-1,0,unknown,no
24131,44,self-employed,married,secondary,no,706,no,no,unknown,5,nov,204,1,-1,0,unknown,yes
10416,35,blue-collar,married,tertiary,no,2999,no,no,unknown,12,jun,1141,6,-1,0,unknown,yes
516,44,admin.,married,unknown,no,40,no,yes,unknown,6,may,160,2,-1,0,unknown,no
6918,28,student,single,secondary,no,949,yes,no,unknown,28,may,1730,1,-1,0,unknown,yes
31150,62,housemaid,married,unknown,no,2021,no,no,telephone,26,feb,361,1,-1,0,unknown,yes
1833,27,blue-collar,married,tertiary,no,350,no,no,unknown,9,may,24,1,-1,0,unknown,no
41502,42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,unknown,yes
5107,53,blue-collar,married,secondary,no,813,yes,no,unknown,21,may,23,16,-1,0,unknown,no
3969,45,blue-collar,married,primary,no,137,yes,yes,unknown,16,may,187,19,-1,0,unknown,no
41338,32,technician,married,tertiary,no,636,yes,no,cellular,28,aug,370,1,116,4,success,yes
44762,69,retired,married,unknown,no,426,no,no,telephone,10,sep,211,2,185,2,success,yes
35120,35,management,married,tertiary,no,802,yes,no,cellular,6,may,686,2,-1,0,unknown,yes
43310,53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,yes
875,32,blue-collar,divorced,primary,no,473,yes,no,unknown,7,may,204,2,-1,0,unknown,no
40258,32,services,married,secondary,no,914,no,no,cellular,15,jun,372,1,-1,0,unknown,yes
904,33,management,married,tertiary,no,442,yes,no,unknown,7,may,463,1,-1,0,unknown,no
321,49,blue-collar,married,unknown,no,403,yes,no,unknown,5,may,241,2,-1,0,unknown,no
37184,33,management,married,tertiary,no,1064,yes,no,cellular,13,may,562,1,-1,0,unknown,yes
4012,36,services,married,secondary,no,279,no,no,unknown,16,may,261,6,-1,0,unknown,no
4910,34,management,single,tertiary,no,0,yes,no,unknown,21,may,311,1,-1,0,unknown,no
3908,34,admin.,married,secondary,no,641,yes,yes,unknown,16,may,467,1,-1,0,unknown,no
1279,35,management,single,tertiary,no,797,yes,no,unknown,8,may,81,1,-1,0,unknown,no
562,35,entrepreneur,married,secondary,yes,204,yes,no,unknown,6,may,424,2,-1,0,unknown,no
1463,42,retired,married,primary,no,0,yes,no,unknown,8,may,186,2,-1,0,unknown,no
1843,27,unemployed,married,primary,no,7459,yes,no,unknown,9,may,407,2,-1,0,unknown,no
1480,43,technician,married,secondary,no,1824,yes,no,unknown,8,may,296,1,-1,0,unknown,no
5047,34,management,single,tertiary,no,1717,yes,no,unknown,21,may,269,2,-1,0,unknown,no
4436,53,services,married,primary,no,574,yes,no,unknown,20,may,121,2,-1,0,unknown,no
37924,33,admin.,single,secondary,no,315,yes,yes,cellular,14,may,888,3,-1,0,unknown,yes
4425,35,blue-collar,married,secondary,no,499,yes,no,unknown,20,may,328,1,-1,0,unknown,no
3878,57,entrepreneur,married,tertiary,yes,-524,yes,no,unknown,16,may,199,4,-1,0,unknown,no
331,42,blue-collar,married,unknown,no,57,yes,no,unknown,5,may,425,2,-1,0,unknown,no
42248,77,retired,divorced,secondary,no,3417,no,no,cellular,12,nov,134,1,-1,0,unknown,yes
293,54,management,married,tertiary,no,0,no,no,unknown,5,may,120,2,-1,0,unknown,no
13458,52,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1486,1,-1,0,unknown,yes
45096,63,retired,married,secondary,no,1495,no,no,cellular,25,oct,389,1,195,4,other,yes
22404,33,management,married,tertiary,no,4570,no,no,cellular,22,aug,1258,2,-1,0,unknown,yes
3112,37,admin.,married,secondary,no,66,yes,no,unknown,14,may,91,7,-1,0,unknown,no
33920,58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,1,87,1,success,yes
24425,49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,yes
37106,38,blue-collar,married,primary,no,1852,yes,no,cellular,13,may,606,1,-1,0,unknown,yes
4562,33,services,married,unknown,no,89,yes,no,unknown,20,may,341,1,-1,0,unknown,no
34243,33,services,single,secondary,no,489,yes,no,cellular,4,may,297,4,334,1,other,yes
44339,69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes
43442,26,management,single,tertiary,no,1646,no,no,cellular,12,apr,524,4,206,5,success,yes
43429,55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,2,-1,0,unknown,yes
43319,35,unemployed,single,secondary,no,295,no,no,unknown,17,mar,473,1,-1,0,unknown,yes
3995,53,blue-collar,married,secondary,no,2,yes,no,unknown,16,may,851,2,-1,0,unknown,no
3387,33,technician,divorced,primary,no,20,yes,no,unknown,15,may,172,4,-1,0,unknown,no
40437,28,management,single,tertiary,no,9314,no,no,cellular,2,jul,276,2,-1,0,unknown,yes
43020,47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other,yes
3478,46,admin.,married,primary,no,31,yes,no,unknown,15,may,144,1,-1,0,unknown,no
8821,29,services,single,secondary,no,32,yes,no,unknown,4,jun,563,1,-1,0,unknown,yes
11546,59,retired,married,primary,no,1115,no,no,unknown,19,jun,834,1,-1,0,unknown,yes
2226,50,admin.,single,secondary,no,424,yes,no,unknown,12,may,72,2,-1,0,unknown,no
44655,62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other,yes
43679,33,services,married,secondary,no,386,no,no,cellular,12,may,317,1,181,5,success,yes
4678,32,technician,married,unknown,no,196,yes,no,unknown,20,may,196,6,-1,0,unknown,no
38363,34,blue-collar,married,secondary,no,29,yes,no,cellular,15,may,285,5,-1,0,unknown,yes
21983,60,admin.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,-1,0,unknown,yes
2305,25,admin.,single,secondary,no,1,yes,yes,unknown,12,may,24,12,-1,0,unknown,no
31269,35,self-employed,married,tertiary,no,3698,yes,no,cellular,5,mar,106,1,-1,0,unknown,yes
16762,31,blue-collar,married,primary,no,33,yes,no,cellular,24,jul,901,2,-1,0,unknown,yes
26839,53,management,divorced,tertiary,no,2679,no,no,cellular,20,nov,295,3,-1,0,unknown,yes
34028,26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,439,2,-1,0,unknown,yes
1646,35,blue-collar,single,secondary,no,40,yes,no,unknown,9,may,617,4,-1,0,unknown,yes
1935,27,services,single,secondary,no,683,yes,no,unknown,9,may,44,3,-1,0,unknown,no
545,36,admin.,married,secondary,no,639,yes,no,unknown,6,may,191,1,-1,0,unknown,no
41390,36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,-1,0,unknown,yes
3985,46,unknown,married,unknown,no,300,yes,no,unknown,16,may,323,3,-1,0,unknown,no
4118,41,services,divorced,secondary,no,-19,yes,no,unknown,19,may,201,1,-1,0,unknown,no
37710,26,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786,1,-1,0,unknown,yes
20372,35,technician,single,secondary,no,354,no,no,cellular,11,aug,444,3,-1,0,unknown,yes
40054,37,management,married,tertiary,no,108,yes,yes,cellular,4,jun,262,2,-1,0,unknown,yes
247,40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,-1,0,unknown,no
2533,45,blue-collar,married,secondary,no,105,yes,yes,unknown,13,may,119,1,-1,0,unknown,no
42703,66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195,1,success,yes
4698,43,retired,married,secondary,no,520,yes,no,unknown,20,may,15,13,-1,0,unknown,no
3071,48,admin.,married,secondary,no,6532,yes,no,unknown,14,may,312,5,-1,0,unknown,no
40622,68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes
3304,57,entrepreneur,married,secondary,no,1037,yes,yes,unknown,15,may,112,1,-1,0,unknown,no
4389,33,admin.,married,secondary,no,730,yes,no,unknown,20,may,70,1,-1,0,unknown,no
18238,39,technician,single,secondary,no,391,no,yes,cellular,30,jul,962,4,-1,0,unknown,yes
40537,55,management,married,unknown,no,3122,no,no,cellular,8,jul,349,1,-1,0,unknown,yes
41951,76,retired,married,tertiary,no,2991,no,no,cellular,22,oct,344,1,183,1,success,yes
9476,41,blue-collar,married,primary,no,1461,yes,no,unknown,6,jun,554,2,-1,0,unknown,yes
198,43,management,married,tertiary,no,400,yes,no,unknown,5,may,256,1,-1,0,unknown,no
31058,46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,-1,0,unknown,yes
19134,38,technician,married,tertiary,no,202,no,no,cellular,5,aug,1311,2,-1,0,unknown,yes
3039,57,technician,married,secondary,no,629,yes,no,unknown,14,may,226,2,-1,0,unknown,no
24886,39,technician,single,secondary,no,4646,yes,no,cellular,18,nov,486,1,-1,0,unknown,yes
34898,31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,may,1205,1,-1,0,unknown,yes
43198,38,admin.,married,secondary,no,1559,no,no,cellular,3,mar,136,2,280,1,failure,yes
40440,45,admin.,married,unknown,no,5511,no,no,cellular,2,jul,272,1,-1,0,unknown,yes
40363,83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,yes
43465,40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
2974,53,entrepreneur,married,primary,no,694,yes,no,unknown,14,may,157,1,-1,0,unknown,no
3110,40,unemployed,divorced,secondary,no,262,yes,no,unknown,14,may,163,5,-1,0,unknown,no
42988,33,unemployed,married,secondary,no,1211,no,no,cellular,11,feb,535,1,188,1,success,yes
33795,28,unemployed,single,primary,no,1374,no,no,cellular,23,apr,203,4,-1,0,unknown,yes
2423,21,blue-collar,single,secondary,no,614,yes,no,unknown,13,may,243,3,-1,0,unknown,no
1601,45,admin.,married,secondary,no,310,yes,no,unknown,8,may,191,2,-1,0,unknown,no
41525,32,admin.,single,secondary,no,555,yes,no,cellular,9,sep,344,1,-1,0,unknown,yes
3134,44,technician,married,secondary,no,2626,yes,no,unknown,14,may,567,3,-1,0,unknown,no
31351,37,services,single,secondary,no,1045,no,no,cellular,17,mar,406,2,41,1,failure,yes
39818,30,self-employed,single,tertiary,no,3343,no,no,cellular,1,jun,235,1,-1,0,unknown,yes
1993,56,admin.,divorced,secondary,yes,-435,yes,yes,unknown,9,may,185,2,-1,0,unknown,no
34406,50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,762,3,-1,0,unknown,yes
5705,44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,788,11,-1,0,unknown,yes
34291,35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,yes
2899,55,management,married,tertiary,no,23189,yes,no,unknown,14,may,77,1,-1,0,unknown,no
4372,48,blue-collar,married,primary,no,490,yes,no,unknown,19,may,622,2,-1,0,unknown,no
44178,68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,2,-1,0,unknown,yes
3762,33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,16,may,145,1,-1,0,unknown,no
39690,54,self-employed,single,tertiary,no,384,no,yes,cellular,27,may,200,1,-1,0,unknown,yes
43905,29,blue-collar,single,secondary,no,322,no,no,unknown,14,jun,434,1,96,6,other,yes
39552,26,management,married,tertiary,no,243,no,no,cellular,26,may,482,1,-1,0,unknown,yes
495,39,admin.,single,secondary,no,0,yes,no,unknown,6,may,174,2,-1,0,unknown,no
37328,52,services,married,primary,no,306,yes,no,cellular,13,may,650,5,-1,0,unknown,yes
1366,51,blue-collar,married,primary,no,0,no,no,unknown,8,may,384,1,-1,0,unknown,no
44703,37,services,married,secondary,no,52,yes,no,cellular,6,sep,908,1,185,9,success,yes
41549,42,technician,married,secondary,no,3082,no,no,cellular,11,sep,285,1,-1,0,unknown,yes
33962,38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,yes
17083,42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,-1,0,unknown,yes
2587,52,technician,divorced,secondary,no,1161,yes,no,unknown,13,may,271,1,-1,0,unknown,no
1070,42,management,married,secondary,no,0,no,no,unknown,7,may,234,4,-1,0,unknown,no
32117,33,management,married,secondary,no,336,no,no,cellular,15,apr,179,3,-1,0,unknown,yes
13523,35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1121,1,-1,0,unknown,yes
32309,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes
1334,49,technician,married,primary,no,230,yes,no,unknown,8,may,96,1,-1,0,unknown,no
34165,32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success,yes
34937,37,management,single,tertiary,no,102,yes,no,cellular,6,may,445,1,258,2,failure,yes
728,44,management,married,tertiary,no,105,yes,no,unknown,6,may,1529,2,-1,0,unknown,no
31242,46,management,married,tertiary,no,0,no,no,cellular,3,mar,305,13,-1,0,unknown,yes
9123,38,services,divorced,secondary,no,61,no,no,unknown,5,jun,636,1,-1,0,unknown,yes
3923,50,management,divorced,tertiary,no,318,yes,no,unknown,16,may,788,2,-1,0,unknown,no
42587,46,management,divorced,tertiary,no,461,no,no,cellular,30,dec,369,2,-1,0,unknown,yes
39793,47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,yes
7464,34,blue-collar,married,primary,no,1031,yes,no,unknown,29,may,751,3,-1,0,unknown,yes
4558,35,management,single,secondary,no,5260,yes,no,unknown,20,may,211,2,-1,0,unknown,no
3533,34,blue-collar,married,unknown,no,-17,yes,no,unknown,15,may,319,7,-1,0,unknown,no
609,32,services,married,secondary,no,243,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
3901,41,technician,single,secondary,no,28,no,no,unknown,16,may,51,1,-1,0,unknown,no
3793,56,retired,married,secondary,no,3690,yes,yes,unknown,16,may,178,2,-1,0,unknown,no
23473,36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,4,-1,0,unknown,yes
2781,42,management,married,tertiary,no,1093,yes,no,unknown,14,may,260,1,-1,0,unknown,no
15180,33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,7,-1,0,unknown,yes
818,37,technician,single,tertiary,no,147,no,no,unknown,7,may,416,2,-1,0,unknown,no
42167,67,retired,married,primary,no,942,no,no,cellular,6,nov,455,2,84,2,other,yes
24154,48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,-1,0,unknown,yes
1784,58,blue-collar,married,primary,no,-91,yes,no,unknown,9,may,164,5,-1,0,unknown,no
31122,51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,172,10,-1,0,unknown,yes
